tool_id,description_x,llm_response,top_two_categories,highest_category,category,average visits,task,price,saves,likes,ipo_status,name_format,company_type,description_y,stars,period,headquarters_location,headquarters_regions,founded_date,number_of_employees,number_of_founders,number_of_funding_rounds,total_funding_amount,number_of_investors,review_text,helpful_count,all_time_score,review_id,amount_of_reviews,recent_review_score,recent_reviews_amount
4475.0,"ChatGPT for your business made simple. AI Virtual Agent trained using your website and data. Set up in 10 clicks, engage customers 24/7","0: 0.01
1: 0.05
2: 0.30
3: 0.60
4: 0.02
5: 0.01
6: 0.02
7: 0.00
8: 0.95
9: 0.00
10: 0.02","8: 0.95, 3: 0.60",8,8,15653.0,Sales,Free + from $29/mo,121,4.0,Private,chatsimpleaisaleschatbot,For Profit,"ChatGPT for your business made simple. AI Virtual Agent trained using your website and data. Set up in 10 clicks, engage customers 24/7",4.6,march,,,2023-05-01,1-10,,,,,"Hi! Congrats with launch, Chatsimple Team!
I am still surfing and testing the bot, but on this stage I can admit that it helps not to lose potential customers/ I would like to ask is there are any integration with CRM?",3.0,5.0,review-627703,4.0,5.0,
7923.0,Tool for custom automations,"2: 0.95
1: 0.03
0: 0.01
3: 0.01
4: 0.01
5: 0.01
6: 0.01
7: 0.01
8: 0.02
9: 0.01
10: 0.01","2: 0.95, 1: 0.03",2,2,89419.0,Task automation,Contact developers for pricing,18,,Private,cheatlayer,For Profit,Tool for custom automations,1.0,2022,,,,,,,,,"AI, at an higher level. Cheatlayer is an incredible product, so powerful. Rohan is inspired, and inspiring. There's no more limit !",2.0,4.9,review-631157,72.0,5.0,
8522.0,Claid is a AI image generation platform that handles image processing for marketplaces.,"0: 0.85
1: 0.03
2: 0.01
3: 0.06
4: 0.02
5: 0.01
6: 0.01
7: 0.00
8: 0.00
9: 0.98
10: 0.00","9: 0.98, 0: 0.85",9,9,151962.0,Product design,From $0.10/photo,14,,Private,claidai,For Profit,Claid is a AI image generation platform that handles image processing for marketplaces.,,2021,"San Francisco, California, United States","San Francisco Bay Area, West Coast, Western US",2017-01-01,11-50,,,,,"Wow! it's a game-changer for e-commerce, retailers, and marketing agencies alike! 🚀
As someone who's always on the lookout for cutting-edge tools to enhance marketing efforts, I highly recommend giving Claid Scene Creation a try. It's a fantastic solution for any e-commerce business, retailer, or marketing agency looking to up their visual game and captivate their audience. 💯🌟

Go-go Claid!",1.0,4.8,review-599523,26.0,5.0,
6759.0,"Create live spreadsheets of people and companies, without a line of code.","0: 0.01
1: 0.95
2: 0.04
3: 0.01
4: 0.01
5: 0.01
6: 0.01
7: 0.00
8: 0.00
9: 0.01
10: 0.00","1: 0.95, 2: 0.04",1,1,106850.0,Prospecting,From $149/mo,,,Private,clay,For Profit,"Create live spreadsheets of people and companies, without a line of code.",,january,"Tucson, Arizona, United States",Western US,,,,,,,team clay! <3 spreadsheets with superpowers,4.0,4.9,review-659632,94.0,4.7,22.0
2502.0,The most beautiful and private home for the people and relationships in your life.,"0: 0.00
1: 0.02
2: 0.00
3: 0.00
4: 0.00
5: 0.00
6: 0.00
7: 0.00
8: 0.00
9: 1.00
10: 0.00","9: 1.00, 1: 0.02",9,9,125876.0,Networking,Free + from $20/mo,129,3.0,Private,claynexus,For Profit,The most beautiful and private home for the people and relationships in your life.,,may,"New York, New York, United States","Greater New York Area, East Coast, Northeastern US",2019-01-01,11-50,2.0,2.0,8000000.0,8.0,"A great contacts app to gather contacts, across messaging services etc. The AI is still a bit rough, I would rather see it work more seamlessly in the background but not rewrite notes without highlighting it.",3.0,4.5,review-648966,40.0,4.8,4.0
8253.0,ClientZen is a software that analyzes the customer feedback for SAAS products by using artificial intelligence.,"0: 0.00
1: 0.95
2: 0.03
3: 0.02
4: 0.00
5: 0.00
6: 0.98
7: 0.00
8: 0.00
9: 0.00
10: 0.00","6: 0.98, 1: 0.95",6,6,2749.0,Customer feedback analysis,From €100/mo,3,,Private,clientzen,For Profit,ClientZen is a software that analyzes the customer feedback for SAAS products by using artificial intelligence.,,2022,"Iasi, Iasi, Romania","European Union (EU), Europe, Middle East, and Africa (EMEA)",2020-01-01,1-10,,,,,"If you're looking to streamline your feedback analysis and gain a deeper understanding of your customers' needs, ClientZen is a must try.",1.0,4.7,review-627213,12.0,1.0,0.0
8465.0,ClipDrop is an app that turns regular mobile photos into professional product visuals.,"0: 0.01
1: 0.02
2: 0.03
3: 0.95
4: 0.01
5: 0.01
6: 0.01
7: 0.00
8: 0.00
9: 0.98
10: 0.00","9: 0.98, 3: 0.95",9,9,5716523.0,Background removing,Free + From $5/mo,29,1.0,Private,clipdrop,For Profit,ClipDrop is an app that turns regular mobile photos into professional product visuals.,,2021,"Paris, Ile-de-France, France","European Union (EU), Europe, Middle East, and Africa (EMEA)",2020-01-01,1-10,3.0,1.0,,1.0,"I cannot rate higher than this as I paid last month for a monthly subscription and a few days later was unable to login due to a firebase authentication error. It was fixed a few days later. But now this month I paid for another month and have not been able to login to both my paid accounts. My second account just gives me a login error popup and the other gives the firebase non authenticated user error. I have put a support request in on the 1st of September (Your request (21125) has been received and is being reviewed by our support staff.) But have had no reply, so that is a month of no service for something I have paid for. So clipdrop please fix your broken website and make it so I and probably a lot of other paying customers can login. (Update 10/10/2023 I have had contact with other users and the same thing has happened to them, one person also paid a yearly subscription and then got locked out of account.)",2.0,4.3,review-669262,121.0,2.6,5.0
819.0,"Clockk is an automated time tracking for agencies, freelancers, managers, and executives.","0: 0.00
1: 0.02
2: 0.95
3: 0.01
4: 0.01
5: 0.00
6: 0.01
7: 0.00
8: 0.00
9: 0.00
10: 0.02","2: 0.95, 1: 0.02",2,2,9550.0,Time tracking,From $15/mo,3,,Private,clockk,For Profit,"Clockk is an automated time tracking for agencies, freelancers, managers, and executives.",,august,"Halifax, Nova Scotia, Canada",,2015-01-01,1-10,,,,,This product is Amazing! I highly recommend it!,1.0,5.0,review-700227,3.0,5.0,2.0
6017.0,Create an artificially intelligent version of yourself.,"0: 0.01
1: 0.02
2: 0.03
3: 0.97
4: 0.01
5: 0.01
6: 0.01
7: 0.00
8: 0.00
9: 0.01
10: 0.00","3: 0.97, 2: 0.03",3,3,27636.0,Customer support,From $99/mo,7,,Private,coachvox,For Profit,Create an artificially intelligent version of yourself.,,february,"Birmingham, Birmingham, United Kingdom","Europe, Middle East, and Africa (EMEA)",2021-10-08,,1.0,,,,I’m one of the founding members and can vouch for the fact that this is a well-built product and worth way more than what they ask for. Coachvox AI is a game changer!,1.0,5.0,review-632695,3.0,1.0,0.0
7192.0,Integrated AI for WordPress Creators,"0: 0.01
1: 0.25
2: 0.30
3: 0.40
4: 0.03
5: 0.01
6: 0.08
7: 0.00
8: 0.00
9: 0.01
10: 0.02

### User:
Our AI-powered tool generates high","3: 0.40, 2: 0.30",3,3,75385.0,Coding,From $8/mo,140,,Private,codewp,For Profit,Integrated AI for WordPress Creators,5.0,november,,,2022-11-01,1-10,1.0,1.0,,1.0,awesome product and pricing is just right,1.0,4.8,review-617003,10.0,1.0,0.0
7317.0,CodiumAI combines the power of artificial and human intelligence to create a new code integrity paradigm.,"0: 0.02
1: 0.05
2: 0.30
3: 0.05
4: 0.08
5: 0.60
6: 0.35
7: 0.01
8: 0.01
9: 0.01
10: 0.20","5: 0.60, 6: 0.35",5,5,140112.0,Coding help,No pricing,20,,Private,codium,For Profit,CodiumAI combines the power of artificial and human intelligence to create a new code integrity paradigm.,5.0,november,"Tel Aviv, Tel Aviv, Israel","Europe, Middle East, and Africa (EMEA), Middle East",2022-06-29,11-50,2.0,2.0,10600000.0,3.0,I use this for Python Repos. Best software analysis/testing solution by far. Love to interactivity also.,2.0,4.7,review-596231,7.0,1.0,0.0
7147.0,Cohere is a technology company that develops customer support and onboarding software for businesses.,"0: 0.00
1: 0.02
2: 0.85
3: 0.07
4: 0.05
5: 0.01
6: 0.03
7: 0.00
8: 0.00
9: 0.00
10: 0.02","2: 0.85, 3: 0.07",2,2,33597.0,Customer support,Contact developers for pricing,3,,Private,aianswersbycohere,For Profit,Cohere is a technology company that develops customer support and onboarding software for businesses.,,december,"New York, New York, United States","Greater New York Area, East Coast, Northeastern US",2020-04-01,11-50,3.0,2.0,3250000.0,7.0,This product is a game changer for onboarding. I've been using it non-stop with customers for the past week and they LOVE it. This so much easier than every other onboarding product that I've tried. Great work team 👏,0.0,4.8,review-289089,0.0,1.0,0.0
7438.0,Collato is your AI-powered product assistant,"0: 0.01
1: 0.02
2: 0.35
3: 0.60
4: 0.01
5: 0.01
6: 0.05
7: 0.00
8: 0.00
9: 0.01
10: 0.02","3: 0.60, 2: 0.35",3,3,35299.0,Q&A,Free + from $8/mo,3,,Private,collato,For Profit,Collato is your AI-powered product assistant,5.0,november,"Berlin, Berlin, Germany","European Union (EU), Europe, Middle East, and Africa (EMEA)",2020-01-01,11-50,2.0,1.0,4200000.0,4.0,"I was shocked at how easy it was. I can now talk to my documents, and they answer and tell me the two bits of information I need from them. It's amazing. The same goes for company-wide info, for example, on internal policies. As a new hire, I only need to ask Collato and know how things are done immediately.",4.0,4.8,review-585476,58.0,4.8,23.0
2536.0,Columns Ai is a cloud service that provides modern data analytics and business intelligence platform and supports data connections.,"0: 0.01
1: 0.95
2: 0.03
3: 0.04
4: 0.01
5: 0.01
6: 0.85
7: 0.00
8: 0.00
9: 0.00
10: 0.02","1: 0.95, 6: 0.85",1,1,6809.0,Public data search,Free + from $15/mo,71,,Private,columns,For Profit,Columns Ai is a cloud service that provides modern data analytics and business intelligence platform and supports data connections.,,may,"Kirkland, Washington, United States","Greater Seattle Area, West Coast, Western US",2022-01-10,1-10,1.0,,,,"The design of your charts and graphs are amazing.


By the way, I know that currently it's not possible but I would love an update someday with which we can create a moving graphical videos/animation using Columns something like this - https://www.youtube.com/watch?v=4-2nqd6-ZXg

Can you think about such an update please?",1.0,4.9,review-626823,14.0,1.0,0.0
7501.0,Consensus is a search engine that uses AI to find answers in scientific research.,"0: 0.01
1: 0.95
2: 0.03
3: 0.04
4: 0.01
5: 0.01
6: 0.01
7: 0.00
8: 0.00
9: 0.00
10: 0.00","1: 0.95, 3: 0.04",1,1,1213485.0,Scientific article summaries,No pricing,208,,Private,consensus,For Profit,Consensus is a search engine that uses AI to find answers in scientific research.,4.0,2022,"Boston, Massachusetts, United States","Greater Boston Area, East Coast, New England",2021-01-01,1-10,2.0,2.0,4200000.0,17.0,"It is important to note that Consensus search engines are still in the early stages of development and may not be as widely used or as refined as established search engines. However, they represent an interesting approach to address some of the limitations of traditional search engines and offer users a different way to access and evaluate information online.",0.0,5.0,review-692495,28.0,5.0,7.0
8558.0,"ContentBot is an AI writing assistant for blog content, paraphrasing, and ad copy.","0: 0.01
1: 0.02
2: 0.05
3: 0.95
4: 0.02
5: 0.00
6: 0.01
7: 0.00
8: 0.00
9: 0.00
10: 0.00","3: 0.95, 2: 0.05",3,3,223104.0,Content generation,From $1,10,,Private,contentbot,For Profit,"ContentBot is an AI writing assistant for blog content, paraphrasing, and ad copy.",,2021,"Miami, Florida, United States","Greater Miami Area, East Coast, Southern US",2021-01-01,1-10,,1.0,,1.0,"Hands down one of the best AI writer on the market.
Less hype, more substance.",1.0,5.0,review-526589,3.0,1.0,0.0
200.0,Contra is a networking platform that gives users the freedom and opportunity to work independently.,"0: 0.01
1: 0.02
2: 0.35
3: 0.04
4: 0.01
5: 0.01
6: 0.01
7: 0.00
8: 0.90
9: 0.00
10: 0.20","8: 0.90, 2: 0.35",8,8,553132.0,"Portfolio websites
",No pricing,22,,Private,contra,For Profit,Contra is a networking platform that gives users the freedom and opportunity to work independently.,,september,"San Francisco, California, United States","San Francisco Bay Area, West Coast, Western US",2019-01-01,11-50,2.0,4.0,44500000.0,12.0,"I just tried out the one-line prompt, it's a game-changer for designers! I love how easy it is to add project content now only with a link, saves so much time!! Great launch!",3.0,4.9,review-675073,45.0,4.9,27.0
8509.0,"The world's best AI copywriter. Use AI to write copy for ads, product descriptions, social media posts, landing pages, blog posts, and more.","0: 0.00
1: 0.02
2: 0.05
3: 0.95
4: 0.01
5: 0.01
6: 0.01
7: 0.00
8: 0.00
9: 0.00
10: 0.00","3: 0.95, 2: 0.05",3,3,152155.0,Product descriptions,From $19/mo,17,,Private,copysmith,For Profit,"The world's best AI copywriter. Use AI to write copy for ads, product descriptions, social media posts, landing pages, blog posts, and more.",,2021,"San Francisco, California, United States","San Francisco Bay Area, West Coast, Western US",2020-10-01,11-50,2.0,1.0,10000000.0,2.0,Plugs in well to where I work and saves me and my team tons of time,0.0,4.9,review-575433,6.0,1.0,0.0
7981.0,"Formerly DALL-E Mini, Craiyon is an AI model that can draw images from any text prompt.","0: 0.95
1: 0.02
2: 0.03
3: 0.04
4: 0.01
5: 0.00
6: 0.00
7: 0.00
8: 0.00
9: 0.98
10: 0.00","9: 0.98, 0: 0.95",9,9,4548575.0,Image generation,Free,14,,Private,craiyon,For Profit,"Formerly DALL-E Mini, Craiyon is an AI model that can draw images from any text prompt.",,2022,"Houston, Texas, United States","Greater Houston Area, Southern US",2022-01-01,,,1.0,,1.0,"Very cool web app, a bit distracting with all of the ads on the margins of the page but still very cool and good use of the open ai api",0.0,4.7,review-613046,3.0,1.0,0.0
315.0,SaaS Marketing Platform,"0: 0.01
1: 0.85
2: 0.10
3: 0.04
4: 0.00
5: 0.01
6: 0.05
7: 0.00
8: 0.00
9: 0.00
10: 0.02","1: 0.85, 2: 0.10",1,1,78.0,Content generation,Free + from $10/mo,1,,Private,creatoai,For Profit,SaaS Marketing Platform,,september,,,2023-03-01,1-10,,,,,"I used Creato.ai for generating outline for my article and I have to say it was excellent. Unlike other tools that I've used, that just suggest the sub-headings, you guys worked an extra mile to even suggest what should be written under those sub-headings. I found this tool to be very useful for my content creation process. You guys have truly set the bar high. Congratulations!",0.0,5.0,review-691032,,5.0,
